Actual,Predicted
792000.0,406524.6550177683
505000.0,494914.4553464877
545000.0,730637.8770447089
700000.0,476651.73305235733
616000.0,364103.53559992294
875000.0,712579.2803679605
0.0,640102.6609345546
1255000.0,800186.0513056724
440000.0,634533.4339647163
839000.0,293098.3226692241
500000.0,277260.78593191365
1250000.0,926033.0913972943
265000.0,452782.8332486652
613000.0,335628.82455872325
330000.0,627436.479471768
235000.0,405355.46212180937
310000.0,457041.3545601453
790000.0,663006.6260772352
345000.0,428077.7517362944
718000.0,237068.66983433248
385000.0,407496.01413092535
345000.0,304793.1450188536
375000.0,231954.59633349456
705380.0,654997.8457176054
1050000.0,741157.0820462343
427000.0,259969.4227509403
288400.0,483621.7250146075
465000.0,515989.8158892614
374950.0,371958.0869104283
782000.0,989828.1065288733
734200.0,665517.0507191306
173666.666667,267593.92089367367
399950.0,376763.29261056404
195000.0,328173.1530398946
380000.0,355728.09483358654
259500.0,403813.18436699826
730100.0,777774.1901717158
350000.0,708226.0159107524
342000.0,340319.9403039913
495000.0,736829.4799042852
642000.0,682617.0045694471
870000.0,1311144.577068823
293000.0,942783.3243215219
613000.0,407093.92211317585
253000.0,190414.82403783163
235000.0,387972.4354036151
762000.0,787322.0360600839
560000.0,460328.5167584684
482000.0,635387.4672253935
588500.0,594314.0040056298
350000.0,616259.5560636872
799200.0,612678.123639442
141800.0,262770.9053926849
379900.0,625146.4713194268
480000.0,1065644.126634697
450385.714286,303445.48882077186
264500.0,460325.3045323956
1100000.0,683300.5179088279
433111.111111,366355.12162693916
622500.0,738553.4331872915
950833.333333,778256.6575022216
424500.0,350585.01417385123
866059.0,717595.3984969978
449000.0,732950.4679038024
236000.0,395891.2037722703
392000.0,444883.4353606891
170500.0,299190.17973536445
589000.0,582641.7643627522
220600.0,374849.5815431474
256883.0,430879.23437803896
2700000.0,1437814.3013563873
516200.0,530365.5828020829
260000.0,411060.1123673501
496752.0,556926.5827758659
260000.0,496379.43739704933
815000.0,878552.9483027502
230000.0,224518.29529534513
397000.0,288949.1838293978
633000.0,769150.0634595978
175000.0,481403.877301242
2400000.0,1540059.6277505427
1140000.0,800535.7722317616
507000.0,1073015.3402944608
325000.0,317452.90202949475
140000.0,245473.11775956623
504200.0,379394.3879485777
442000.0,609685.2316670408
299000.0,215148.91270909976
397500.0,623692.6448757637
435000.0,489710.3698546752
350000.0,587273.3705330843
679000.0,478303.3932788221
567500.0,596166.7102409692
340000.0,319775.89280220866
1225000.0,970371.1341086293
542804.75,640102.6609345546
255000.0,406608.2425565974
720000.0,990804.1967967837
471000.0,526129.6441973548
309487.5,590563.7449574801
289987.5,381401.3232330416
380000.0,220748.66576651623
290000.0,367393.9100243187
458000.0,335800.8634087006
507000.0,383713.914092135
999000.0,780575.6728134602
804995.0,800555.9239384518
330000.0,243160.52690047288
620000.0,438973.2538227443
750000.0,738553.4331872915
449950.0,595677.818458318
538000.0,403324.292584347
362000.0,352431.2959570454
548000.0,587273.3705330843
835000.0,752560.8463960146
209950.0,274459.3032901691
415000.0,336574.38873905566
205425.0,241816.08292846382
524000.0,327402.8399356123
320000.0,673234.7730789112
635000.0,766568.2596047374
600000.0,1362056.9441768043
472000.0,310811.14834862604
225000.0,331460.3152382177
469000.0,290785.7318101307
530000.0,511210.38145041076
320000.0,554144.4706148005
551000.0,626104.88440405
341000.0,372048.09890140285
390000.0,272143.500205003
400000.0,569803.5440499883
232603.0,454635.5394840048
390000.0,601280.7837418071
470000.0,366908.2304677403
534333.333333,366445.13361791364
275000.0,251076.08304305538
194000.0,285671.6583092928
310000.0,420816.701774195
300000.0,419184.41202840937
255000.0,417820.5975757212
1225000.0,1380781.2443920802
339950.0,277569.6537326158
520000.0,825399.3950813736
451000.0,541400.9934477645
450000.0,272143.500205003
220000.0,237551.13716483826
575000.0,436660.66296365095
263900.0,421914.4899244563
171224.8,267884.9788935229
540000.0,381110.2652331925
809000.0,428447.6243690737
550000.0,768203.7615765957
230000.0,333776.1183233838
210000.0,398699.1108661603
300000.0,278602.01767785003
1150000.0,1139278.0456544932
799000.0,758652.7034621548
288790.0,309350.89745281776
455000.0,858158.422366878
440000.0,446317.8913236728
306888.0,303358.68905587005
305000.0,392607.25380002
700000.0,521961.1348768492
680000.0,752483.5506917653
289950.0,407100.3465653214
563500.0,383847.53081678716
210000.0,406122.56300001894
560000.0,548052.6135486602
245000.0,644763.274263784
379950.0,439743.56692702655
185000.0,297921.33817021287
735000.0,588419.9807222914
325000.0,637798.0134562873
2065000.0,1110777.5396804686
450000.0,305298.19505611144
345000.0,364502.41539159964
585000.0,509499.21164901
350000.0,418018.4313585232
850000.0,763769.9891890655
363750.0,447911.9811438177
695000.0,626983.0193001598
881000.0,764227.3992894164
854000.0,761055.306312223
430000.0,263742.26450584194
253779.0,465640.4240421083
540000.0,402375.51617794205
367500.0,770341.1013596391
276900.0,531830.5648526445
540000.0,649388.455981971
744500.0,583587.3285430844
600000.0,374363.9019865689
190000.0,253877.56568479998
196440.0,376284.037506131
510000.0,461669.7485044048
690000.0,443522.8331340736
2280000.0,3810422.5547814555
1228000.0,1811755.936680426
1370000.0,1223534.5939050384
828950.0,1071129.7660657063
895000.0,429508.9954732053
1200000.0,692798.3819544518
210000.0,273976.8359596632
335000.0,500916.3004216535
1325000.0,1047468.2041054685
300000.0,349604.0183824762
411000.0,572294.5982112044
468500.0,335628.82455872325
440000.0,488340.1309498414
490000.0,749759.3637542699
343000.0,483618.5127885347
425000.0,401983.0608384107
300000.0,290296.8400274795
225000.0,393319.99649798236
559900.0,753139.7501696404
583000.0,458894.06079548475
499950.0,313676.84804852045
480000.0,537795.4593880868
575000.0,347780.31930603395
625000.0,485474.43124994705
710000.0,1009639.5310299601
438000.0,299585.8473009685
700000.0,573872.1749594924
770000.0,609004.9305537331
250000.0,434626.2812001159
692000.0,1300307.0002059436
410000.0,360333.90607109404
261350.0,330974.6356816392
150000.0,288466.716498892
499950.0,621380.0540166704
925000.0,890607.0211718541
326983.333333,377165.3846283134
550000.0,660575.01606827
1050000.0,860959.9050086227
160000.0,293587.2144518753
205000.0,318790.9215493584
290900.0,466816.0413902128
252750.0,250785.0250432062
1365000.0,1247251.6065654433
342000.0,440232.45870967786
280000.0,457728.0801255985
235750.0,209542.7351995379
365000.0,352418.3499285115
373000.0,690719.484759157
253000.0,528442.235056448
640000.0,602715.2397047908
450000.0,596629.8070907958
581000.0,473361.35862796154
1506000.0,933510.6079202052
625000.0,308077.09499110404
567500.0,601769.6755244585
845000.0,662233.10074688
965000.0,768488.3951242997
772650.0,626098.4599519044
450000.0,520989.7757636921
148226.0,340723.527578882
495000.0,470495.65892806713
549900.0,691899.5873907909
335000.0,451920.85660716187
367500.0,338893.4040502944
512031.0,524394.2638144952
678333.333333,450093.9453046471
349000.0,231465.70455084334
880000.0,775368.3750955751
366750.0,415717.513470507
381000.0,445835.423993167
535000.0,475702.95664595225
717000.0,310878.57763284864
239900.0,334261.79787996225
499950.0,472591.0455236793
315000.0,273487.944177012
234000.0,410099.66298986797
655000.0,460325.3045323956
805000.0,823491.9758485367
373000.0,356094.7552402932
394950.0,358436.35325828387
275000.0,217947.18312477163
380000.0,369709.7131094848
350000.0,231465.70455084334
999000.0,588325.1049589978
397000.0,168855.30286716015
810000.0,878627.5652745205
500000.0,388057.6744886907
672500.0,635384.2549993207
445000.0,542449.6482651709
292000.0,524756.1930664483
380000.0,437826.6436335373
505000.0,310418.6930090947
870000.0,957843.3422763937
459950.0,611240.2257085771
675000.0,744703.9531796719
419190.0,456581.4699363914
597326.0,889946.0905392254
325000.0,579357.8143905017
511555.0,331460.3152382177
665000.0,494144.14224220533
875000.0,405837.92945231515
1050000.0,926033.0913972943
420850.0,324892.41529371694
810000.0,750942.7918656347
680000.0,601766.4632983857
611000.0,592876.3358165734
455000.0,356586.8592490171
635000.0,895925.3529076392
278500.0,449515.0415310213
175000.0,402375.51617794205
640000.0,556945.9532565451
225000.0,239870.15247607708
436110.0,476098.62421155634
318000.0,499611.1488952052
645325.0,705424.5332690077
235000.0,487857.66361933574
830000.0,674206.1321920683
270000.0,305761.29190593795
385000.0,286150.9134137259
245000.0,319678.69312368636
356000.0,292242.77047986625
885000.0,696531.193561123
341166.666667,595674.6062322452
429000.0,368297.83985325316
275000.0,526129.6441973548
800000.0,489690.99937399593
649950.0,562060.026757383
224000.0,361790.9447408296
275000.0,274459.3032901691
549000.0,673633.6528705878
425000.0,660656.2617012619
584000.0,381796.9907986456
413800.0,342666.245805196
481450.0,334261.79787996225
229800.0,329057.7123881498
300000.0,301502.77059445786
375000.0,210510.88208662224
630000.0,690087.7834851104
2075000.0,1079475.5510647
1710000.0,1117348.6518510422
515000.0,658278.5834637831
775000.0,840899.92717932
618250.0,591334.0580617625
100000.0,257167.94010919577
390000.0,559258.5441156384
383962.0,660111.9192184433
445000.0,481881.61347699445
555000.0,789073.3449557414
331950.0,763884.1028154728
530000.0,642418.4640197207
175000.0,286150.9134137259
645000.0,586535.1441962062
233000.0,310105.0523024936
563500.0,688126.7456358892
280000.0,351070.69373042975
955000.0,1473140.159578677
540000.0,373878.22242999036
1550000.0,1206889.926141288
404000.0,512585.32783845835
625000.0,1311688.9195516412
325000.0,226351.63105000538
1297000.0,530751.6136894687
225000.0,434629.49342618865
427550.0,248763.49218396202
425000.0,349808.2766174235
735000.0,693729.7109193783
459990.0,708226.0159107524
1735000.0,1456258.6991787131
248400.0,468247.2851271236
425000.0,498114.81777990895
290000.0,379963.6550439854
1065000.0,1085564.1959047674
980000.0,712455.5300633353
645500.0,543117.003349945
511000.0,467298.5087207185
450000.0,576067.4399661059
336000.0,710146.1514303146
120000.0,279579.8012431524
510000.0,259962.99829879496
500000.0,439283.6823032727
640000.0,621380.0540166704
565000.0,408377.36125310784
654950.0,685325.2629941446
247200.0,325371.67039815005
675000.0,414168.29389937216
176400.0,257167.94010919577
600000.0,714317.8729768929
699000.0,646104.5060097205
382500.0,522839.2697729589
345000.0,475214.06486330106
349900.0,617211.544696165
355000.0,386058.72433619836
168000.0,336117.71634137444
330000.0,340836.1222766085
635200.0,347294.63974945544
799000.0,770826.7809162175
385000.0,341691.6744659663
513000.0,464008.13429632265
640000.0,467697.3885123952
342000.0,301502.77059445786
455000.0,321602.0408693211
458000.0,643888.3515937473
879950.0,1166533.5819569898
1285000.0,788584.4531730902
650000.0,576067.4399661059
280000.0,528911.75635842
325000.0,407097.1343392486
575000.0,370195.39266606333
345000.0,501868.28905413125
670000.0,450885.2804358551
307000.0,282090.2258850478
631625.0,587273.3705330843
177500.0,285665.2338571474
255000.0,376676.49284566223
492000.0,367786.36536385
339900.0,284693.87474399037
1325000.0,598677.1348828645
418000.0,231948.17188134912
324000.0,239332.43865448015
466500.0,349127.9755041157
190000.0,318803.7704536492
558000.0,435604.06476541836
345000.0,395807.6162334412
910000.0,821055.6346848181
319950.0,534993.9767463424
337000.0,526612.1115278606
712500.0,408930.47009390895
660000.0,846952.4917998998
320000.0,465931.4820419575
310000.0,317452.90202949475
712198.0,590074.8531748289
260000.0,362183.4000803609
210000.0,224029.4035126939
495000.0,503228.89128074684
302000.0,405763.8459741384
769900.0,659253.1548030127
402000.0,393488.6009222024
750000.0,638278.9618581126
525000.0,430429.6350409485
650000.0,550653.0501815302
385000.0,369706.50088341214
305000.0,448151.22707833303
712000.0,856215.704140564
795000.0,463126.78717414016
195000.0,304793.1450188536
470000.0,572780.2777677828
328000.0,367789.57758992276
451000.0,629094.5641503783
191000.0,254366.45746745117
480000.0,455114.7945884377
283200.0,458965.4655411825
320000.0,379108.1028546275
445000.0,395894.415998343
629800.0,626983.0193001598
248000.0,259474.10651614377
389999.0,364558.7127404628
1395000.0,1039824.5652238645
850000.0,679221.1976021403
0.0,1706872.4418876665
313950.0,371539.8366380724
744000.0,694215.390475957
550000.0,457041.3545601453
509900.0,806277.9083718127
544000.0,532452.2030397125
491234.0,335139.93277607206
635000.0,483711.7370055821
700000.0,746957.8811125252
820000.0,931855.7354676677
720000.0,795228.596102875
2199900.0,203933.34546390333
347000.0,304304.2532362024
326000.0,237068.66983433248
439950.0,570464.4746826168
549000.0,874849.3660546611
730001.0,454725.5514749792
250000.0,407978.4814614311
270000.0,611605.3671866029
380000.0,518690.13093313266
1295648.0,1489251.0353814038
425000.0,311361.0449633544
703000.0,331658.1490210197
2150000.0,1293472.1856481717
320000.0,250217.31862762483
350000.0,218429.65045527747
427874.0,608343.9999211046
541125.0,592477.4560248968
333490.0,534045.2003399371
350000.0,233976.1291927387
390000.0,655655.5641241611
332000.0,572873.5019848301
627000.0,440714.9260401836
475000.0,283835.1103285598
425000.0,364592.4273825742
345000.0,390291.4507148539
450000.0,312536.66231145884
527550.0,287987.46139445883
1200000.0,660111.9192184433
862500.0,820282.1093544629
754800.0,787156.4216622519
374000.0,626494.1275175083
295000.0,160080.98230914708
437500.0,874478.4264346943
382500.0,335609.454078044
380680.555556,637700.0580844868
635700.0,788584.4531730902
389000.0,571611.0848718239
552000.0,450093.9453046471
925000.0,765201.2329259764
0.0,606973.7610162708
1532500.0,1027701.2073152156
420000.0,406614.66700874286
800000.0,631701.4252353937
1220000.0,866850.7160658883
710000.0,503698.4125827188
12899000.0,548145.8377657074
285000.0,422474.7864528052
430000.0,331658.1490210197
950000.0,1103030.810161791
1510000.0,1072898.014441981
610000.0,562635.7183049361
484000.0,460331.7289845411
303500.0,240841.5115892341
399895.0,660392.0674826177
782000.0,600235.3411504736
426500.0,660111.9192184433
375000.0,470099.99136246316
735000.0,377165.3846283134
250000.0,242671.63511782163
605000.0,522842.4819990317
740000.0,750362.3691633283
565000.0,814679.1440709739
465000.0,299669.43483979756
458400.0,415987.2618210608
712000.0,851587.3101963045
345000.0,259480.53096828912
200000.0,243160.52690047288
485000.0,531819.4092457457
437500.0,379481.18771347956
1695000.0,1052928.9189238886
725000.0,640498.3285001586
242000.0,308562.77454768255
732000.0,482740.377892425
546000.0,386055.51211012574
355000.0,606976.9732423436
718500.0,777291.72284121
489000.0,989345.6391983675
348500.0,324885.99084157153
215000.0,280547.94813023676
715000.0,851844.5446080163
175000.0,231465.70455084334
325000.0,548631.517322286
311100.0,479935.68302460766
361280.0,231954.59633349456
955500.0,495971.05354472017
623000.0,515872.4900367815
427000.0,790146.6349021741
298000.0,503717.78306339815
404000.0,403324.292584347
0.0,488911.04959149554
495000.0,434835.0247185927
640000.0,588733.6214288925
1307000.0,616058.5100548125
308166.666667,364592.4273825742
492000.0,818197.8546942102
755000.0,696819.0393348995
355000.0,358021.3152120006
486000.0,901039.4264084774
610000.0,944978.5893281356
335000.0,257656.83189184696
309950.0,548538.2931052386
619400.0,482449.3198925758
595000.0,447688.13022850646
600000.0,384202.8058747862
1050000.0,573754.8491070126
400000.0,561178.6796352006
160797.0,322480.1757654309
427000.0,447292.46266290254
437000.0,398699.1108661603
380000.0,404298.8639235768
800000.0,888489.05186949
685000.0,519182.2349418565
1025000.0,1118696.3080491242
267345.0,586392.0234109017
588000.0,483136.0454580291
469950.0,610170.9112236195
357186.0,357072.5388055956
565000.0,497140.24644067924
391400.0,238036.8167214168
255000.0,229153.11369174998
373000.0,455782.1496732118
895000.0,806760.3757023187
0.0,1077156.5357534613
525000.0,366905.0182416675
1400000.0,823204.1300747602
880000.0,792069.4491542152
723243.75,744642.0780273592
345000.0,574762.2884396577
210000.0,342666.245805196
557500.0,473850.2504106128
575000.0,689681.7396774252
1080000.0,1328325.0388494618
255000.0,439283.6823032727
417250.0,432470.1119721112
200000.0,198336.8046325596
150000.0,318311.66644492536
639888.0,478015.5475050456
370000.0,273970.41150751786
280000.0,412220.8445183047
525888.0,548512.498172414
369500.0,406128.9874521643
330000.0,446253.6742655229
800866.0,740866.024046385
925000.0,822597.912439629
663000.0,867888.6814861114
425000.0,308077.09499110404
345000.0,460896.22317404975
299950.0,203450.87813339755
232500.0,487371.9840627571
148612.5,262677.68117563776
275000.0,453660.96814477496
605000.0,706855.7770059188
790000.0,563319.2316443166
499950.0,737205.7769892099
599000.0,614889.3171588534
791000.0,640504.752952304
1200000.0,502257.5321675898
200000.0,532393.5401134724
1234582.0,1042118.5233049484
276900.0,304304.2532362024
410000.0,365959.4540613351
375000.0,580699.0461364381
349900.0,478575.84403339453
325000.0,552291.7643794611
471000.0,342669.4580312687
315000.0,444397.7558041106
535800.0,435993.30787887686
500000.0,452406.53616374044
899000.0,385942.91741239926
240000.0,462699.7705438017
405000.0,360813.1611755271
245100.0,305761.29190593795
225000.0,517725.196272121
378750.0,551145.1541902539
425000.0,503717.78306339815
445800.0,463126.78717414016
580000.0,473358.1464018888
370000.0,610637.2202995187
850000.0,325371.67039815005
210000.0,259480.53096828912
388000.0,587273.3705330843
490000.0,564861.5093991277
900000.0,1306862.69182458
535000.0,714975.5913834486
492000.0,830746.6013584905
870300.0,550656.2624076027
265000.0,464471.23114614934
539000.0,436482.19966152817
560000.0,489710.3698546752
290300.0,243160.52690047288
1298000.0,664658.2863037
83300.0,323055.86731298396
309212.0,263739.05227976927
362750.0,354073.222381049
215000.0,437430.97606793325
450000.0,623300.1895362325
585000.0,483796.9760906576
139000.0,195535.321990815
485000.0,400062.92531884863
1157400.0,876432.3002679071
590000.0,563980.1622769451
375000.0,281892.39210224577
647000.0,755362.329037759
716500.0,825399.3950813736
395000.0,405665.8906023377
440000.0,430393.55482146045
269950.0,486908.88721293065
270000.0,330974.6356816392
540000.0,386722.8671948997
1270000.0,723661.4606303135
320000.0,262282.0136100337
334000.0,651429.1295800854
502000.0,475214.06486330106
255000.0,489808.3252264758
668750.0,687848.403922765
650880.0,778263.081954367
309620.0,478504.4392876969
542525.0,646104.5060097205
316850.0,1013674.4236258136
201500.0,329715.4307947057
494815.0,492511.85249641974
540000.0,491627.2931481645
530000.0,375798.3579495525
555000.0,541568.3011429885
570000.0,545251.1309069155
175000.0,182571.65807603384
1750000.0,786370.0474276061
243000.0,443033.9413514224
2680000.0,1047198.9911097013
580379.0,517524.1502632463
945000.0,681156.7536736391
333000.0,415987.2618210608
245000.0,328169.9408138219
279900.0,384202.8058747862
314500.0,465445.80248537904
561000.0,623692.6448757637
325000.0,634898.5754427421
340000.0,511636.55143205327
247875.0,282381.28388489695
619850.0,516840.63692386576
499950.0,310418.6930090947
810000.0,647659.5000512567
1014250.0,419362.87533053226
270000.0,410779.96410317573
460000.0,595282.150892714
525000.0,713828.9811942414
613000.0,331169.2572383685
865000.0,549885.9493033204
379950.0,417334.9180191427
423000.0,431339.1190017928
459950.0,464008.13429632265
608000.0,576157.4519570805
377691.0,428048.74457739707
379000.0,444886.6475867619
450000.0,514923.71363037644
375000.0,369622.91334458295
385000.0,777378.5226061118
240000.0,381401.3232330416
415000.0,276289.4268187566
615000.0,547078.0422094304
860000.0,1029629.286215604
785000.0,754503.5646223286
325000.0,301985.23792496364
254000.0,308559.5623216099
310000.0,360531.739853896
218000.0,234267.18719258794
300000.0,548893.0583411835
1702500.0,1436834.9988624046
186950.0,405183.423271832
337000.0,248274.60040131083
370000.0,404208.8519326023
400000.0,961449.6575620822
415000.0,296388.69709361985
1200000.0,651506.4252843349
305000.0,525155.072858125
0.0,1029534.5430698758
809000.0,683012.6721350511
225000.0,294069.68178238114
385000.0,478015.5475050456
770000.0,774975.9197560439
868500.0,798269.1280121829
581000.0,362844.3307129894
723000.0,432310.47811494983
600000.0,663495.5178598864
469000.0,226060.57305015618
237333.333333,798359.1400031575
1230000.0,755362.329037759
579000.0,516847.0613760112
409124.0,773139.371775311
975000.0,579351.3899383564
325000.0,571902.1428716731
239950.0,492201.42401589133
659000.0,660600.8110010945
332000.0,530851.2623586614
571986.111111,999580.2106521889
630000.0,1160808.5596662671
540000.0,854110.4511249252
259950.0,454236.65969232796
308900.0,587762.2623157355
1135250.0,1886785.019217645
410000.0,576070.6521921786
1075000.0,1431717.7131354937
1216000.0,1001673.122724398
664950.0,867625.7603249243
825000.0,668120.6995780731
405000.0,286636.59297030437
280500.0,433191.8252371323
341000.0,425736.1537183037
460000.0,251564.97482570662
438000.0,367393.9100243187
272000.0,325857.3499547285
947500.0,816311.4338167594
224500.0,306814.67787809775
305000.0,515581.4320369323
635000.0,590365.9111746782
474900.0,441203.8178228348
375000.0,522839.2697729589
250500.0,441113.80583186034
1325000.0,725977.2637154798
375000.0,503717.78306339815
265050.0,244527.55357923388
571000.0,685814.1547767958
254000.0,299190.17973536445
288000.0,383254.02946838114
395000.0,257848.24122250357
451000.0,371559.20711875166
490000.0,630850.6042007892
370000.0,318311.66644492536
325000.0,361312.4528717989
506000.0,552291.7643794611
613000.0,407845.7350570145
485000.0,354843.5354853314
498500.0,685322.050768072
222400.0,275430.6624033261
565000.0,505634.7063568875
268000.0,426221.83327488217
750000.0,417820.5975757212
230000.0,383908.5356488643
26590000.0,269827.6971198369
687000.0,567662.9920408721
289659.0,539162.486066848
